air_temperature,process_temperature,rotational_speed,torque,tool_wear,machine_failure
306.5,312.12,1664.64,32.67,13.77,0
298.59,304.94,1534.82,36.64,68.07,0
296.84,306.84,1488.43,41.63,27.04,0
299.11,313.05,1665.53,42.5,111.76,1
303.79,312.39,1649.91,31.33,159.23,1
298.86,310.59,1644.24,35.52,132.75,0
297.52,306.56,1033.46,31.12,202.82,0
299.01,309.12,1552.82,43.73,141.87,1
293.64,306.07,1525.45,47.1,58.17,0
301.99,311.29,1495.82,32.67,134.11,0
291.07,299.69,1573.17,45.97,183.87,0
297.78,310.62,1531.27,45.58,125.74,1
303.8,313.89,1581.34,36.05,110.49,0
301.52,313.7,1467.84,28.1,132.27,0
302.95,311.58,1679.78,33.57,137.01,1
299.67,312.49,1593.47,36.43,77.64,1
305.85,316.4,1565.1,49.25,213.56,1
304.62,315.49,1559.24,39.29,51.92,0
302.23,312.49,1638.87,33.96,8.21,0
304.64,313.63,1622.6,40.89,185.37,1
303.75,313.75,1486.47,32.23,210.58,1
297.8,306.92,1618.84,43.09,160.68,1
293.28,305.2,1520.89,34.13,117.24,0
302.1,311.7,1730.03,35.0,243.8,1
302.73,309.74,1631.73,42.25,92.69,1
305.45,312.09,1424.93,50.5,101.47,0
295.32,301.86,1779.69,53.19,147.78,1
295.47,306.7,1247.76,33.76,107.61,0
302.3,310.0,1576.48,36.42,138.82,1
299.64,310.24,1416.45,43.09,241.64,1
290.57,300.84,1725.86,47.01,59.37,0
301.88,311.75,1530.34,27.02,37.14,0
290.74,301.61,1404.74,40.52,105.89,0
295.27,305.59,1468.02,37.08,126.0,0
306.76,311.34,1414.33,28.46,178.3,0
309.12,318.48,1463.31,31.98,238.79,1
293.92,304.77,1460.56,36.59,172.17,0
298.35,311.63,1409.86,40.35,246.79,1
300.21,313.59,1532.41,46.05,61.58,0
308.91,316.18,1546.95,42.13,52.22,0
297.54,306.84,1380.44,45.69,76.63,0
297.62,304.48,1301.01,40.16,196.78,0
307.74,320.78,1537.31,35.77,46.63,0
298.13,310.15,1563.83,38.9,49.05,0
303.61,314.31,1587.63,44.17,102.93,1
292.61,302.95,1566.14,46.2,79.39,0
299.14,311.91,1688.73,39.11,161.62,1
291.7,304.12,1619.65,34.43,222.54,1
294.72,307.04,1821.58,42.01,34.67,0
304.2,315.11,1872.08,42.87,136.69,1
299.75,309.05,1289.03,47.4,22.1,0
298.4,309.94,1236.34,35.93,55.37,0
296.26,307.89,1499.11,35.99,77.28,0
298.9,308.52,1560.51,44.54,144.78,1
301.51,310.8,1490.89,37.56,138.72,1
304.91,317.18,1584.43,37.3,160.77,1
286.87,300.2,1467.57,47.52,204.73,1
295.84,304.34,1416.73,31.77,46.81,0
300.8,310.27,1434.85,52.34,185.85,1
299.51,310.21,1475.98,36.32,166.76,0
302.02,312.99,1601.22,45.2,19.93,0
301.34,310.29,1441.59,39.35,86.17,1
298.48,312.24,1465.32,41.63,6.92,0
297.37,308.21,1568.43,38.42,22.55,0
298.77,309.84,1476.14,45.14,70.95,0
305.74,319.26,1634.01,37.92,60.78,0
296.34,305.44,1389.66,36.56,225.04,0
299.69,309.51,1363.64,50.88,223.45,0
300.92,308.41,1536.56,40.18,144.47,0
307.8,317.46,1548.51,35.95,183.76,1
298.5,305.52,1396.2,31.06,249.9,1
304.79,316.29,1661.23,51.19,102.55,1
306.16,317.0,1730.99,36.69,130.61,1
299.68,309.13,1424.66,52.37,162.79,1
298.95,308.75,1678.48,42.39,230.14,1
298.35,309.88,1214.14,40.86,199.25,1
298.72,306.45,1629.13,41.02,16.11,0
304.27,314.68,1397.07,53.3,178.24,1
301.16,312.55,1617.13,26.85,62.98,0
301.18,307.61,1384.65,41.29,63.73,0
294.37,305.74,1491.78,38.41,136.81,0
295.16,301.81,1402.79,38.72,174.08,0
310.72,320.48,1474.33,40.9,39.81,1
299.11,306.78,1719.59,38.4,78.63,0
296.13,308.99,1487.05,41.13,179.03,0
307.16,314.84,1753.24,39.86,38.0,1
301.41,308.11,1453.7,32.12,212.43,0
302.89,313.16,1679.01,42.29,114.01,1
299.31,308.48,1304.92,44.3,146.5,0
298.41,305.4,1465.62,36.75,20.1,0
299.15,310.2,1435.67,51.21,238.63,1
293.09,299.1,1684.52,48.01,226.88,1
299.56,307.49,1522.23,45.06,47.52,0
301.48,310.33,1249.43,44.99,165.78,0
309.25,320.86,1342.78,40.18,198.28,1
300.43,313.02,1378.48,46.85,30.49,0
288.33,300.53,1612.09,49.42,144.36,1
299.53,309.22,1596.6,44.85,212.61,1
313.7,318.84,1463.95,36.58,126.68,1
304.33,315.11,1434.18,39.76,230.95,1
295.95,308.89,1585.97,43.44,11.95,0
302.96,315.42,1364.46,45.03,229.8,1
296.29,307.22,1554.92,39.54,244.3,1
293.23,300.85,1544.7,36.6,38.99,0
298.26,307.21,1467.05,49.51,107.74,0
300.46,314.33,1547.72,33.57,155.19,1
290.64,297.81,1512.25,34.35,223.31,0
294.25,301.96,1559.69,32.04,39.88,0
300.05,311.94,1339.91,34.34,83.51,0
297.96,307.1,1573.74,47.48,199.48,1
301.97,309.61,1623.19,47.68,102.5,1
293.93,306.98,1538.51,39.56,151.24,0
303.57,314.49,1572.15,42.98,140.0,1
294.08,303.32,1486.81,39.94,243.29,1
308.21,315.92,1606.96,32.85,35.38,0
291.42,305.52,1507.83,53.31,237.11,1
294.54,304.49,1362.25,48.25,141.04,0
302.09,314.88,1598.43,42.13,226.04,1
308.32,320.11,1303.9,34.86,29.49,0
301.58,310.53,1533.93,38.65,160.38,1
302.81,311.79,1453.89,35.85,210.03,0
300.09,312.98,1446.22,40.59,196.72,1
294.87,307.79,1520.64,41.86,2.48,0
297.55,303.8,1414.89,37.95,113.05,0
293.94,305.04,1561.46,31.27,28.84,0
293.61,303.36,1506.82,52.79,38.21,0
302.01,309.94,1425.92,41.43,176.57,1
294.38,304.91,1660.58,42.74,239.14,1
301.6,308.9,1524.57,37.47,158.52,0
293.49,302.56,1575.7,30.63,25.59,0
301.48,309.88,1669.99,39.5,61.0,0
297.56,306.56,1668.02,38.06,94.72,1
307.03,316.89,1569.57,44.26,31.34,0
301.62,309.59,1463.68,45.44,211.99,1
306.18,319.33,1328.44,44.59,48.63,0
296.22,307.21,1524.8,45.93,32.39,0
300.28,313.87,1631.35,50.82,181.42,1
295.09,304.77,1542.52,42.34,31.71,0
297.93,306.83,1086.65,46.6,102.58,0
298.69,312.21,1604.41,42.96,128.88,1
296.37,305.21,1611.78,28.6,20.06,0
293.92,303.57,1463.85,39.07,138.95,0
292.93,304.37,1618.6,34.79,120.04,0
288.3,295.83,1575.36,41.39,167.1,1
294.72,306.14,1417.74,35.25,54.79,0
303.14,314.3,1652.56,43.63,89.16,1
292.01,304.55,1347.9,45.89,164.91,0
293.16,304.94,1493.13,47.22,8.9,0
308.95,321.55,1481.16,49.72,28.95,0
296.82,306.6,1400.95,29.94,70.89,0
301.61,309.88,1536.46,32.81,26.59,0
303.21,317.43,1657.24,57.57,9.88,0
303.31,310.26,1649.73,46.06,246.85,1
292.39,299.54,1586.84,41.35,113.94,0
298.84,309.97,1296.49,40.19,133.42,0
291.91,305.16,1339.69,39.66,63.73,0
312.23,322.61,1519.94,28.4,1.92,0
292.03,304.02,1495.89,35.37,187.68,1
294.76,300.77,1440.23,39.33,180.94,1
294.8,303.8,1728.64,35.7,243.14,1
292.52,298.77,1512.7,36.49,5.28,0
306.76,318.32,1565.09,55.35,34.26,1
312.11,319.02,1618.55,38.49,178.04,1
297.62,305.07,1506.6,41.67,82.52,0
293.4,304.43,1810.93,41.46,15.94,0
288.82,300.94,1387.16,43.54,75.24,0
298.78,308.46,1427.27,37.14,21.93,0
298.42,309.56,1386.86,47.48,209.4,1
296.74,307.82,1687.52,42.66,219.23,1
301.11,310.68,1596.25,32.28,159.22,1
301.98,309.79,1434.7,39.35,96.4,0
301.62,312.75,1396.33,38.97,192.2,1
298.42,309.65,1666.19,38.69,157.9,1
294.49,306.28,1543.4,43.06,198.0,1
303.33,313.95,1669.25,43.81,127.73,0
300.06,307.73,1492.78,43.1,239.59,1
304.44,315.82,1561.38,42.03,72.51,1
303.95,313.95,1536.03,40.51,151.05,1
292.89,301.93,1425.11,27.09,202.01,0
292.83,302.24,1482.7,44.67,223.47,1
296.22,304.84,1357.88,42.93,236.69,1
294.72,306.5,1559.29,34.09,98.75,0
303.78,310.94,1591.35,41.68,174.84,1
301.76,309.77,1618.82,43.89,72.55,1
305.5,314.84,1579.99,47.03,162.34,1
301.98,315.21,1484.61,43.06,46.06,0
301.04,313.15,1686.24,41.93,105.36,1
306.0,312.72,1607.08,45.68,230.06,1
302.35,315.05,1666.63,38.16,202.73,1
300.34,313.04,1674.15,42.47,124.13,1
307.4,315.05,1484.93,36.27,36.71,0
300.58,305.53,1546.55,46.66,99.64,0
298.48,308.33,1592.95,30.34,34.67,0
295.81,308.06,1362.1,44.9,17.13,0
303.52,316.7,1364.76,40.11,226.63,1
306.19,314.44,1344.08,45.79,122.86,0
299.75,313.25,1487.03,35.32,22.35,0
306.54,312.08,1460.0,40.54,179.17,1
290.15,299.41,1327.72,40.36,18.55,0
299.72,308.89,1517.92,42.6,99.04,0
299.8,312.1,1488.53,33.71,57.57,0
296.37,308.96,1641.87,43.82,41.16,0
311.92,323.83,1741.56,28.92,133.39,1
299.67,306.97,1554.77,35.99,179.92,1
297.96,309.69,1416.4,30.62,121.8,0
300.13,311.15,1577.61,44.97,205.2,1
289.99,296.64,1501.12,42.4,229.35,1
296.2,302.07,1471.18,42.74,201.8,0
304.92,316.99,1396.61,48.84,239.12,1
296.86,306.5,1444.29,38.1,232.26,1
295.86,303.29,1478.67,43.66,208.13,1
306.55,316.13,1596.49,40.4,73.16,1
306.7,317.43,1561.32,39.48,43.58,0
302.58,312.42,1719.07,47.84,181.75,1
297.72,304.62,1580.92,52.49,211.38,1
298.8,312.57,1550.92,37.41,205.78,1
295.98,307.99,1463.25,45.0,160.91,0
295.03,304.36,1375.5,41.91,207.47,0
294.78,304.19,1431.61,41.99,176.79,0
296.91,307.63,1416.02,41.48,166.34,1
294.83,302.57,1192.69,38.0,11.64,0
292.18,302.83,1378.96,18.49,115.12,0
301.1,308.44,1692.27,49.21,8.46,0
301.17,311.03,1544.23,35.83,23.09,0
308.5,316.17,1454.82,38.55,135.25,1
296.66,304.42,1547.82,38.68,11.87,0
301.48,314.77,1265.59,35.3,228.31,0
301.56,311.68,1533.85,41.44,112.59,1
298.73,309.15,1653.3,39.73,174.99,1
303.72,309.7,1485.47,35.7,36.95,0
303.88,312.68,1287.36,40.9,211.9,1
301.64,312.56,1450.33,39.8,119.52,1
298.72,309.11,1653.51,45.57,139.69,1
298.21,303.9,1531.04,31.96,162.12,0
293.16,303.58,1329.8,35.17,134.97,0
295.97,306.7,1784.12,44.35,140.8,1
296.89,309.46,1349.54,36.16,186.13,0
294.38,303.07,1470.85,34.58,201.62,1
302.2,307.72,1375.51,36.46,76.54,0
305.98,313.99,1375.68,39.39,230.51,1
295.46,303.27,1445.74,39.42,88.47,0
301.42,312.89,1576.34,38.74,68.08,0
294.83,299.4,1654.86,33.83,77.86,0
298.48,307.58,1453.66,44.64,89.63,1
296.55,309.4,1378.78,47.96,79.23,0
303.01,313.02,1557.44,28.54,210.94,0
296.61,308.4,1560.96,30.68,140.29,0
305.06,311.77,1528.85,46.02,241.91,1
298.77,305.57,1533.09,49.42,20.99,0
296.75,309.63,1486.49,27.22,153.5,1
293.73,303.94,1511.78,44.89,24.01,0
301.27,311.47,1478.2,49.83,114.71,1
304.48,312.24,1628.43,34.83,95.68,1
301.37,311.57,1767.42,49.48,170.19,1
311.19,318.9,1521.56,38.93,186.36,1
307.15,319.52,1499.21,41.89,59.52,0
298.46,313.92,1530.7,35.68,48.43,0
298.41,309.38,1421.05,46.01,104.88,0
302.35,311.08,1591.8,45.01,60.5,0
295.81,300.74,1552.94,50.35,169.16,1
305.83,312.46,1449.54,48.64,129.42,1
301.81,314.92,1608.25,39.95,206.74,1
301.28,309.22,1502.28,58.65,245.32,1
303.43,312.69,1383.59,48.1,94.53,0
308.61,319.92,1542.19,43.24,228.0,1
300.85,313.82,1528.44,34.02,194.29,0
299.43,309.04,1615.25,30.82,37.28,0
307.54,316.73,1599.79,31.33,208.98,1
304.84,314.98,1486.89,34.4,120.38,1
298.4,307.14,1443.35,48.26,177.29,0
300.03,308.88,1500.21,42.92,175.65,1
300.98,311.8,1543.6,36.32,221.49,1
301.81,312.18,1558.05,39.18,190.29,0
293.22,307.48,1536.17,38.45,206.16,1
292.29,303.17,1489.11,44.8,80.23,0
295.56,307.87,1619.62,34.73,243.28,1
295.18,303.03,1419.08,42.1,165.4,1
296.78,307.83,1797.53,41.8,193.42,1
303.17,311.73,1591.57,34.91,214.72,1
299.16,309.95,1364.7,49.53,30.95,0
300.98,312.36,1522.23,38.23,84.1,1
293.88,303.98,1592.72,34.04,208.98,0
297.69,312.51,1458.08,45.12,230.5,1
302.94,315.79,1320.58,40.33,189.02,0
302.97,315.33,1375.31,42.45,120.58,0
296.38,307.91,1565.05,32.89,62.78,0
300.81,314.34,1289.45,44.87,131.26,0
310.99,318.12,1326.08,53.03,99.33,0
299.91,312.65,1564.42,32.42,221.41,1
296.53,304.55,1473.29,42.13,141.82,0
299.13,308.0,1416.51,35.29,98.02,0
300.46,311.58,1440.63,56.14,124.62,1
299.24,311.71,1323.5,47.44,233.39,1
299.84,307.54,1558.13,41.69,153.31,1
292.78,301.76,1403.21,32.63,57.24,0
295.19,305.38,1435.71,34.08,125.02,0
299.25,308.88,1541.61,44.48,116.41,1
299.17,310.88,1469.2,31.83,77.6,0
297.17,314.04,1415.44,32.01,184.07,1
299.11,309.95,1261.27,40.05,67.07,0
300.31,308.83,1544.09,40.8,123.14,0
304.45,311.85,1509.48,42.28,110.26,0
299.5,308.85,1437.91,37.36,116.72,0
302.0,310.12,1375.51,45.52,141.69,1
297.29,308.23,1501.53,34.83,170.82,0
302.86,313.76,1557.66,43.76,35.75,0
301.88,310.95,1511.73,41.28,72.08,0
304.33,318.3,1696.57,43.6,193.21,1
303.57,312.1,1584.57,47.09,226.94,1
302.94,312.7,1487.13,37.27,11.16,0
299.51,310.79,1588.59,36.03,18.34,0
301.22,313.01,1505.84,29.87,233.46,1
305.32,317.87,1505.42,27.89,36.99,0
296.74,307.6,1655.56,38.94,244.82,1
296.86,308.96,1392.23,39.35,207.06,1
300.91,309.58,1502.8,33.48,30.18,0
302.08,313.91,1642.77,34.77,25.63,0
295.88,307.69,1537.08,49.14,244.32,1
299.63,312.65,1455.71,45.26,63.71,0
299.53,306.19,1295.26,32.43,134.67,0
288.92,297.11,1227.56,37.35,59.06,0
298.9,310.55,1749.14,42.44,150.17,1
299.21,303.91,1537.02,36.24,210.01,1
299.2,310.18,1429.91,35.15,164.23,1
307.08,319.2,1541.93,37.97,11.65,0
293.92,302.77,1386.28,46.54,148.8,0
295.88,305.02,1460.26,47.09,165.25,1
286.94,294.79,1387.09,35.59,50.22,0
297.6,306.55,1330.41,42.76,190.53,1
298.02,307.04,1247.4,39.96,156.72,0
297.45,306.08,1308.28,33.95,2.39,0
305.54,314.06,1622.55,38.22,237.64,1
304.3,313.76,1381.57,32.41,111.39,0
300.39,309.82,1564.19,46.98,58.09,0
298.15,311.9,1614.8,49.31,21.55,0
305.13,314.34,1501.99,37.54,93.61,0
299.9,310.59,1464.17,36.11,76.94,1
295.91,304.75,1515.96,46.33,74.49,0
291.42,300.24,1450.01,47.3,198.3,0
297.79,304.38,1644.47,33.31,161.48,0
303.77,310.63,1725.18,39.11,33.26,0
311.38,318.97,1673.98,39.65,177.02,1
300.31,310.68,1241.81,35.38,180.87,0
296.17,308.33,1447.56,42.32,128.57,0
294.08,300.5,1500.5,35.8,248.94,1
302.76,311.66,1555.57,36.76,70.87,0
291.18,298.44,1292.72,39.39,14.61,0
302.75,312.22,1290.79,31.07,7.2,0
304.09,316.24,1656.81,27.66,80.14,0
302.18,311.29,1432.91,45.51,124.48,0
298.9,308.81,1321.51,35.56,19.56,0
302.82,315.74,1367.56,52.81,141.45,1
300.85,311.77,1546.86,51.83,225.22,1
296.11,304.59,1401.29,36.96,199.22,0
309.25,319.57,1529.0,54.03,168.12,1
298.24,306.59,1382.55,45.63,165.43,0
303.88,314.72,1290.7,36.13,182.58,0
287.91,298.94,1670.93,24.51,123.55,0
306.38,313.65,1547.78,44.13,100.45,0
307.34,317.69,1459.95,40.19,76.66,0
300.15,309.91,1437.44,42.59,24.9,0
302.79,313.88,1675.79,38.63,140.54,0
302.79,314.46,1570.98,33.14,118.13,1
296.79,307.74,1637.62,37.44,29.73,0
302.74,312.13,1429.96,44.24,67.07,0
295.96,307.82,1506.08,37.87,196.8,1
296.96,305.21,1548.26,37.84,63.9,0
305.63,312.99,1433.99,30.88,106.43,0
304.87,308.48,1488.54,40.55,40.33,0
296.47,306.33,1429.97,33.33,42.46,0
296.33,304.69,1547.89,45.51,189.09,1
296.77,307.57,1341.43,35.6,16.67,0
303.66,309.72,1568.64,38.23,71.26,0
295.0,303.71,1537.29,52.98,245.21,1
301.78,312.72,1475.6,38.16,118.97,0
303.73,311.67,1553.94,37.36,151.55,1
299.56,310.38,1456.21,43.51,160.2,0
305.05,313.94,1419.58,29.29,49.03,0
298.48,308.41,1565.25,47.5,92.34,1
298.93,310.12,1570.44,45.96,100.18,0
295.11,307.02,1439.13,43.15,57.67,0
305.09,315.27,1428.83,19.74,58.5,0
296.17,304.54,1478.04,38.44,151.97,0
301.75,310.83,1433.76,32.36,27.12,0
299.64,310.92,1683.01,46.74,32.29,0
294.74,302.69,1537.98,46.32,143.33,0
296.95,306.6,1501.75,42.33,112.33,0
306.91,316.14,1388.07,32.78,152.98,1
301.01,310.8,1588.68,48.97,6.74,0
294.95,302.94,1426.61,38.43,176.23,1
301.53,307.82,1421.67,50.83,212.47,1
299.27,310.31,1592.71,41.59,131.04,1
317.27,329.2,1546.48,43.04,210.21,1
301.43,307.84,1199.59,37.24,99.92,0
298.1,308.83,1481.07,48.44,19.73,0
307.1,319.27,1515.06,43.65,94.39,1
290.79,301.99,1459.25,48.66,111.59,0
300.47,309.64,1519.24,41.07,216.38,1
309.97,318.09,1282.84,39.72,83.68,0
299.42,309.58,1160.28,43.57,78.78,0
291.33,301.83,1382.94,48.66,222.0,1
298.02,308.21,1533.87,46.1,62.74,0
307.27,316.91,1113.01,40.83,160.61,0
301.88,309.72,1398.77,28.86,81.66,0
295.81,306.65,1269.27,44.86,237.86,1
296.57,307.52,1470.89,31.37,47.41,0
297.2,307.6,1734.95,40.21,180.98,1
301.81,312.03,1473.94,39.31,137.52,0
306.69,320.05,1487.1,31.49,244.68,1
305.26,314.01,1600.71,42.24,248.51,1
302.28,314.84,1502.56,52.93,198.42,1
293.34,301.87,1474.2,38.12,25.86,0
293.36,305.58,1611.2,44.6,117.25,0
302.67,315.13,1556.63,54.13,213.63,1
293.27,302.69,1534.64,45.18,159.62,1
298.87,312.19,1483.35,36.13,219.74,1
301.52,312.46,1458.47,41.42,199.84,1
294.31,302.56,1610.06,42.88,78.24,0
294.88,304.13,1459.62,48.6,48.77,0
299.53,311.79,1647.75,47.28,80.64,1
302.52,314.36,1374.34,23.38,173.99,0
305.31,313.19,1672.05,34.86,120.27,1
303.04,312.76,1556.64,39.58,10.96,0
300.37,310.78,1383.78,33.91,185.62,0
296.27,305.25,1561.08,17.8,11.17,0
294.65,309.36,1421.96,35.65,102.33,0
297.45,307.91,1504.01,39.98,115.57,0
302.05,311.93,1441.6,36.85,125.76,0
301.68,314.06,1484.05,34.02,34.77,0
289.5,298.77,1612.97,40.25,186.95,0
296.07,308.09,1562.22,42.06,212.34,1
306.02,312.69,1364.96,37.19,174.48,1
300.4,309.49,1371.83,48.23,237.77,1
292.91,305.01,1532.49,40.35,64.38,0
311.78,324.92,1541.18,34.77,40.18,1
299.86,308.31,1419.07,33.25,16.82,0
301.92,310.14,1690.96,38.72,180.38,1
302.0,313.13,1597.62,46.68,40.53,1
298.16,306.92,1424.93,35.06,234.55,1
296.36,305.82,1413.33,43.58,149.59,1
310.61,322.36,1472.66,40.57,201.03,1
305.02,313.93,1460.18,51.96,108.67,1
304.11,310.18,1650.74,42.34,183.71,1
302.88,310.28,1618.14,35.81,110.91,0
294.98,305.0,1504.21,44.42,134.69,1
306.39,312.66,1581.35,44.62,193.4,1
295.78,305.19,1598.76,37.62,59.54,0
301.42,308.63,1506.99,33.02,221.13,1
291.8,305.08,1548.31,43.22,179.07,1
289.8,304.13,1571.3,40.38,186.64,1
301.59,309.48,1558.51,30.9,59.54,0
295.95,306.47,1406.54,41.53,22.53,0
290.05,298.13,1418.67,36.18,18.21,0
302.7,312.08,1465.37,30.91,161.75,1
310.6,324.21,1415.2,37.89,37.5,0
306.95,316.01,1323.23,47.7,249.8,1
298.71,308.14,1581.11,47.25,240.26,1
300.04,308.16,1541.57,45.68,7.29,0
304.44,316.73,1339.28,41.62,181.26,1
305.61,309.08,1471.09,43.57,65.19,0
298.28,307.4,1477.89,40.59,85.22,0
300.17,310.08,1521.83,33.37,60.08,0
301.5,310.18,1370.17,34.57,207.64,0
302.77,314.5,1337.52,36.36,223.44,0
299.33,311.74,1562.37,48.41,10.1,0
299.4,306.58,1315.92,46.46,67.51,0
306.9,321.09,1472.08,33.52,112.17,1
306.05,313.2,1460.87,40.32,130.46,0
302.39,314.96,1485.21,37.58,21.91,0
308.6,318.9,1530.33,39.07,207.51,1
298.07,307.06,1691.83,36.78,233.49,1
308.11,317.3,1308.06,48.43,100.72,1
302.71,312.65,1605.19,39.89,214.31,1
316.36,326.77,1198.54,41.3,169.09,1
294.04,302.2,1667.25,41.35,147.94,0
296.55,306.09,1254.86,33.83,204.76,0
302.09,310.55,1792.37,40.65,118.26,1
301.99,309.56,1453.23,46.37,136.93,1
309.75,318.12,1654.85,48.84,68.67,1
296.66,304.36,1630.1,33.11,178.05,1
304.52,313.68,1447.62,30.89,39.77,0
305.81,316.68,1456.83,40.37,60.79,0
303.52,313.76,1399.54,46.66,119.98,1
295.2,309.14,1594.48,42.16,96.33,1
307.04,312.62,1449.18,44.08,59.89,0
306.15,317.09,1401.72,31.84,47.97,0
303.0,313.01,1564.47,36.57,215.22,1
301.02,312.65,1392.34,26.82,147.71,0
301.13,312.56,1460.52,39.15,94.35,0
299.61,309.28,1512.85,27.01,211.45,1
303.2,313.55,1422.91,48.0,206.29,1
300.16,308.67,1441.01,49.33,27.72,0
295.76,306.98,1684.2,40.84,141.82,1
294.76,301.0,1475.49,30.92,76.4,0
296.24,307.79,1456.84,42.25,135.21,0
301.11,311.06,1478.98,51.15,179.5,1
299.87,308.89,1554.53,42.85,2.13,0
301.08,310.61,1375.94,47.11,128.39,0
302.5,312.19,1551.27,37.09,72.93,0
296.86,309.46,1530.7,34.77,133.5,1
307.33,323.8,1285.36,39.57,27.46,0
298.66,311.1,1715.31,28.44,204.39,1
297.83,306.7,1675.3,53.58,135.92,1
302.41,313.67,1403.93,40.84,52.77,0
290.82,302.16,1365.31,45.2,192.42,1
296.05,304.2,1527.37,37.23,9.45,0
304.91,312.38,1328.9,30.74,148.21,0
291.31,301.19,1663.71,48.55,125.44,1
305.59,317.2,1443.79,33.26,9.91,0
307.56,314.33,1694.62,42.09,62.43,1
298.15,306.71,1401.07,42.66,19.29,0
301.46,312.6,1486.54,40.44,183.1,0
305.6,315.68,1652.07,35.29,176.44,1
297.67,310.5,1461.21,39.1,22.32,0
304.34,311.52,1532.65,34.3,27.3,0
296.64,311.35,1631.12,44.86,220.07,1
297.61,304.54,1433.27,43.43,50.21,0
296.0,301.94,1348.59,39.87,75.92,0
301.71,311.6,1324.95,36.59,171.07,0
305.79,313.52,1570.01,52.64,15.18,0
299.08,309.0,1546.65,32.19,236.91,0
293.64,303.5,1627.4,30.73,5.75,0
294.59,304.19,1467.11,39.51,212.29,1
301.97,310.29,1328.31,38.45,90.23,0
309.22,320.09,1217.67,46.59,37.51,0
301.97,311.33,1844.16,43.88,94.37,1
298.07,310.27,1563.23,40.18,243.21,1
303.83,313.47,1516.42,43.0,132.24,1
298.8,306.87,1533.44,42.89,14.82,0
298.11,304.73,1328.24,52.62,235.39,1
295.21,304.86,1404.62,41.52,35.89,0
307.04,314.5,1709.2,35.91,13.67,0
287.3,294.6,1579.0,41.19,11.36,0
303.99,315.04,1408.37,24.29,206.58,1
297.68,304.13,1352.78,39.8,38.25,0
297.95,310.77,1438.12,46.56,44.75,0
308.46,318.78,1462.15,43.61,236.03,1
296.43,306.34,1745.9,41.79,152.9,1
296.6,304.53,1477.41,43.9,71.35,0
299.35,310.88,1357.25,46.62,146.61,0
302.07,312.06,1492.97,48.55,60.77,0
297.79,306.42,1531.72,42.68,123.57,0
292.13,302.53,1346.33,38.1,83.66,0
295.67,302.31,1548.26,26.12,155.66,0
306.41,313.14,1645.07,45.87,189.7,1
300.37,308.13,1516.64,43.09,87.13,0
302.26,312.95,1404.35,40.92,35.98,0
298.69,308.69,1436.54,35.87,88.94,1
296.7,308.8,1300.94,45.79,189.54,0
308.39,316.55,1483.94,38.46,196.77,1
299.06,310.21,1537.29,39.79,196.39,1
297.78,307.56,1392.4,39.66,243.64,1
305.48,313.59,1732.76,42.7,206.2,1
296.39,307.16,1595.07,33.11,242.14,1
297.03,306.89,1284.87,43.38,156.7,0
300.05,308.79,1287.33,35.67,57.34,0
300.0,310.09,1381.92,35.89,152.05,0
301.3,311.04,1688.78,45.31,49.46,1
310.46,320.15,1606.91,34.03,21.33,0
301.68,310.86,1694.85,45.3,75.33,1
288.11,295.5,1501.23,40.61,90.69,0
301.63,311.78,1474.86,30.11,177.22,0
300.19,308.58,1350.3,48.19,90.77,0
300.22,308.18,1541.96,41.86,0.79,0
301.23,310.75,1476.46,42.36,229.24,1
299.86,311.32,1471.84,46.04,147.35,0
299.74,310.11,1694.17,49.0,52.69,0
303.07,312.0,1484.84,41.21,63.07,0
297.29,306.15,1659.72,43.7,31.04,0
295.26,306.53,1309.43,42.23,226.64,1
315.12,320.33,1822.57,37.94,57.55,1
296.42,308.02,1455.21,30.5,235.16,1
300.5,306.75,1584.86,41.29,66.08,0
292.52,299.69,1603.95,48.27,199.81,1
300.58,309.55,1440.32,43.5,2.61,0
295.33,309.67,1598.28,33.6,120.82,0
297.79,311.14,1604.52,46.59,92.3,0
305.23,316.64,1414.42,38.14,83.65,0
302.36,313.07,1415.84,27.45,248.04,0
302.84,309.12,1505.44,46.11,180.22,1
291.14,301.46,1486.14,34.33,63.94,0
309.18,318.09,1667.18,50.68,188.11,1
294.04,302.41,1584.32,46.89,32.39,0
307.64,317.95,1491.55,38.63,231.48,1
305.11,314.17,1572.73,42.76,106.6,1
302.89,314.63,1254.4,54.54,47.67,0
295.73,301.85,1426.16,46.0,68.21,0
300.76,310.91,1534.54,41.43,38.79,1
297.65,305.89,1633.84,57.33,232.64,1
300.15,309.33,1523.97,40.71,76.47,0
298.75,309.36,1674.99,43.49,35.71,0
289.81,297.57,1604.15,34.38,203.23,0
305.61,315.94,1441.4,29.95,53.31,0
299.59,309.17,1483.2,38.27,23.54,0
297.58,306.25,1549.01,40.23,167.1,1
297.2,306.26,1446.16,41.98,1.85,0
301.79,311.48,1683.75,31.48,208.11,1
295.53,304.0,1366.95,43.96,140.68,0
288.72,298.74,1537.93,35.02,61.7,0
302.04,311.48,1588.25,43.65,118.4,1
302.6,311.37,1462.39,45.61,65.6,0
299.0,312.18,1435.34,37.63,133.21,0
294.26,305.09,1490.87,34.22,142.91,0
300.44,309.68,1597.44,49.26,192.92,1
292.68,302.97,1440.02,45.24,116.52,0
294.86,302.81,1371.73,40.91,196.66,0
296.25,305.37,1638.07,48.81,17.31,0
